timestamp,open,high,low,close,volume
1640995200000,511.547,513.978,511.472,513.636,491.37383586
1640996100000,513.551,514.54,513.057,514.235,327.07832601
1640997000000,514.23,516.111,514.035,515.924,555.73747267
1640997900000,515.923,517.71,515.584,517.359,406.20193213
1640998800000,517.416,518.956,516.243,518.879,639.43522104
1640999700000,518.88,520.208,518.639,519.104,801.87292656
1641000600000,519.189,519.816,518.209,518.216,303.1716345
1641001500000,518.238,518.986,516.849,517.304,242.84893518
1641002400000,517.384,518.937,517.384,518.335,345.10885472
1641003300000,518.609,519.369,518.233,518.325,157.86156765
1641004200000,518.399,518.437,517.378,517.915,145.74716418
1641005100000,517.899,518.813,517.603,517.854,249.28620441
1641006000000,517.895,518.401,517.305,518.013,124.85363962
1641006900000,518.014,518.553,517.643,518.149,192.55224376
1641007800000,518.046,518.737,517.909,518.62,196.70831672
1641008700000,518.8,518.865,518.134,518.169,128.5492811
1641009600000,518.191,518.648,515.73,515.91,240.95298289
1641010500000,515.965,517.038,515.738,516.499,697.05513016
1641011400000,516.498,517.168,515.854,516.427,169.50700984
1641012300000,516.426,516.885,514.83,514.852,325.57160483
1641013200000,514.915,515.556,514.471,515.307,316.17491912
1641014100000,515.426,520.443,515.012,520.326,542.14807444
1641015000000,520.445,521.808,518.699,519.147,603.08462984
1641015900000,518.987,519.269,517.703,518.183,317.00640749
1641016800000,518.167,519.184,517.87,518.934,293.05862073
1641017700000,518.839,518.839,516.529,516.529,195.49663268
1641018600000,516.52,516.762,515.531,515.73,254.74793722
1641019500000,515.766,516.596,514.824,515.121,247.66213406
1641020400000,515.114,515.697,512.9,514.302,889.53538673
1641021300000,514.546,515,513.741,513.959,143.42096898
1641022200000,513.959,515.54,513.656,515.242,290.90310323
1641023100000,515.382,516.484,515.198,515.892,351.6166552
1641024000000,515.884,516.436,515,516.394,332.91681111
1641024900000,516.387,516.98,515.951,516.527,222.47232428
1641025800000,516.67,516.788,515.246,515.555,183.70372226
1641026700000,515.597,516.641,515.229,515.945,280.67449202
1641027600000,515.966,517.286,515.547,517.286,192.54916985
1641028500000,517.23,517.23,516.052,516.142,120.06833689
1641029400000,516.319,516.532,513.72,514.406,239.70417328
1641030300000,514.354,515.805,513.912,515.754,212.98204503
1641031200000,515.823,516.996,515.529,515.893,257.71294176
1641032100000,515.826,515.965,513.496,513.686,191.93641239
1641033000000,513.782,515.084,512.204,514.961,251.34061981
1641033900000,514.961,515.717,514.101,514.308,294.55765719
1641034800000,514.283,515.606,514.283,515.257,132.48767876
1641035700000,515.189,515.9,514.489,515.013,192.77012439
1641036600000,514.981,515.053,513.552,514.462,198.08859554
1641037500000,514.341,514.984,513.584,513.738,312.30647645
1641038400000,513.802,515.603,513.656,515.603,285.05122943
1641039300000,515.67,515.824,514.8,515.587,246.40214341
1641040200000,515.599,517.312,515.527,516.562,173.5912695
1641041100000,516.562,517.688,516.562,517.087,314.56770938
1641042000000,517.239,517.84,516.682,517.829,311.53224298
1641042900000,517.801,517.954,516.533,517.086,221.50145371
1641043800000,516.976,517.893,516.329,517.674,256.01557609
1641044700000,517.615,517.615,516.682,517.052,218.41839629
1641045600000,517.104,517.539,516.642,517.21,265.58311984
1641046500000,517.321,518.18,517.191,517.527,288.48473455
1641047400000,517.541,517.774,516.112,516.74,272.27376459
1641048300000,516.927,517.246,516.402,516.444,172.85880825
1641049200000,516.4,517.696,516.022,517.354,196.38076376
1641050100000,517.235,518.24,517.138,518.231,238.49857505
1641051000000,518.24,520.909,518.001,519.572,492.2504277
1641051900000,519.524,520.613,518.277,518.755,333.78174255
1641052800000,518.65,520.182,517.57,519.566,609.21026269
1641053700000,519.582,519.988,518.909,519.563,323.31829702
1641054600000,519.532,524.794,518.885,522.045,656.27508881
1641055500000,522.109,523.243,521.2,521.379,489.23212205
1641056400000,521.378,522.596,520.488,520.491,664.06629876
1641057300000,520.5,522.133,520.485,521.886,713.20815325
1641058200000,521.885,524.96,521.885,524.321,793.11999438
1641059100000,524.373,524.97,523.343,524.268,398.10277077
1641060000000,524.312,524.743,523.341,523.751,1072.05328693
1641060900000,523.908,524.43,522.913,523.414,502.85926092
1641061800000,523.413,524.817,522.734,522.978,306.66575038
1641062700000,522.979,523.799,522.7,523.191,347.82574097
1641063600000,523.351,524.577,523.205,524.242,531.81617735
1641064500000,524.381,524.624,523.163,523.82,553.28617778
1641065400000,523.968,524.379,523.629,524.119,275.62662911
1641066300000,524.091,524.874,523.902,524.413,266.7641282
1641067200000,524.445,525.23,524.445,524.977,356.18483369
1641068100000,524.964,526.035,524.425,525.979,413.56716046
1641069000000,525.979,527.82,525.372,525.372,790.0342217
1641069900000,525.407,526.642,525.407,525.895,737.31563327
1641070800000,526.043,527.415,525.823,527.313,365.89727495
1641071700000,527.167,527.167,525.264,525.617,529.74059721
1641072600000,525.8,526.681,525.401,526.102,388.79772991
1641073500000,526.11,526.383,524.591,525.176,314.51452036
1641074400000,525.244,525.408,524.36,524.958,473.95167465
1641075300000,524.958,526.416,524.875,526.359,317.70644071
1641076200000,526.326,526.418,525.751,526.349,233.4828207
1641077100000,526.352,526.589,525.391,525.7,631.67159127
1641078000000,525.695,526.06,524.649,525.434,724.39802745
1641078900000,525.288,526.33,525.154,526.002,280.28218123
1641079800000,525.807,526.742,525.32,526.012,381.40904384
1641080700000,526.018,527.94,526.018,527.321,518.87201842
1641081600000,527.51,527.842,525.714,526.565,443.71491245
1641082500000,526.585,526.652,524.68,526.35,289.95143244
1641083400000,526.35,527.025,525.927,525.927,312.69571629
1641084300000,525.912,526.292,525.496,525.594,202.78244928
1641085200000,525.483,525.61,524.292,524.487,569.87064819
1641086100000,524.476,525.449,524.463,524.756,394.68359895
1641087000000,524.69,525.292,523.303,524.136,253.50188014
