timestamp,open,high,low,close,volume
1784260800000,0.072392,0.072392,0.072207,0.072217,623383
1784261700000,0.072228,0.072252,0.07199,0.072109,232977
1784262600000,0.072073,0.072288,0.072029,0.072261,98579
1784263500000,0.072261,0.072417,0.072244,0.072261,218130
1784264400000,0.072244,0.072245,0.07207,0.072241,469439
1784265300000,0.072196,0.072232,0.07193,0.07193,342938
1784266200000,0.071931,0.071978,0.071757,0.071802,502199
1784267100000,0.071755,0.071755,0.071396,0.071466,724306
1784268000000,0.071478,0.071746,0.071354,0.071559,792292
1784268900000,0.071543,0.071855,0.071504,0.071845,351188
1784269800000,0.071817,0.071939,0.071817,0.071842,294237
1784270700000,0.071817,0.071844,0.0717,0.071779,87505
1784271600000,0.071766,0.071844,0.071712,0.071712,260496
1784272500000,0.071733,0.071733,0.071583,0.071693,129001
1784273400000,0.071695,0.071757,0.07156,0.071678,54369
1784274300000,0.071627,0.071799,0.071627,0.071628,117468
1784275200000,0.071639,0.071737,0.071609,0.071684,467935
1784276100000,0.071661,0.071661,0.071251,0.07142,568216
1784277000000,0.071423,0.071423,0.071141,0.071364,396767
1784277900000,0.071372,0.071518,0.071283,0.071475,197484
1784278800000,0.071432,0.071559,0.071411,0.071559,295635
1784279700000,0.071563,0.071588,0.071478,0.071569,722789
1784280600000,0.071583,0.071711,0.071518,0.071676,980597
1784281500000,0.071684,0.071691,0.07161,0.07168,654964
1784282400000,0.07168,0.071946,0.071654,0.071941,453471
1784283300000,0.071938,0.071938,0.07178,0.071853,1406689
1784284200000,0.071833,0.071929,0.07183,0.071895,126731
1784285100000,0.071903,0.072018,0.071899,0.071952,1282270
1784286000000,0.071948,0.071993,0.071867,0.07187,185441
1784286900000,0.071883,0.071951,0.071846,0.071936,142760
1784287800000,0.071935,0.072071,0.071923,0.072018,110427
1784288700000,0.072077,0.072077,0.071983,0.071983,59525
1784289600000,0.071996,0.072005,0.07186,0.071875,1400149
1784290500000,0.071882,0.071908,0.071796,0.071852,182389
1784291400000,0.071876,0.071889,0.071634,0.071721,234340
1784292300000,0.0717,0.07175,0.071659,0.071678,66218
1784293200000,0.071664,0.071665,0.071157,0.07131,641983
1784294100000,0.071317,0.071504,0.071303,0.07137,213063
1784295000000,0.071393,0.07153,0.070963,0.071128,2707813
1784295900000,0.071111,0.071932,0.071048,0.071892,2257884
1784296800000,0.071879,0.072262,0.071872,0.072129,805928
1784297700000,0.072098,0.072186,0.07184,0.07184,374823
1784298600000,0.071869,0.072011,0.071701,0.071925,167175
1784299500000,0.071871,0.071924,0.071795,0.071895,77414
1784300400000,0.071886,0.071886,0.071496,0.071607,401973
1784301300000,0.071581,0.071857,0.07157,0.071857,118274
1784302200000,0.071893,0.072039,0.071718,0.071955,552975
1784303100000,0.071937,0.072102,0.071861,0.072102,152598
1784304000000,0.072102,0.072294,0.071974,0.072188,292800
1784304900000,0.072174,0.072329,0.072078,0.072292,134287
1784305800000,0.072293,0.072486,0.072235,0.0724,1557128
1784306700000,0.072453,0.072522,0.072332,0.072332,518975
1784307600000,0.072321,0.072956,0.072321,0.072667,2403233
1784308500000,0.07269,0.072758,0.072604,0.072695,771353
1784309400000,0.07269,0.072698,0.072525,0.072558,233494
1784310300000,0.072547,0.072656,0.072508,0.072531,127219
1784311200000,0.072547,0.072623,0.072502,0.072582,78651
1784312100000,0.072535,0.072535,0.072361,0.072437,142525
1784313000000,0.072479,0.072547,0.072478,0.072518,66448
1784313900000,0.072547,0.072814,0.072546,0.07278,636251
1784314800000,0.07275,0.072754,0.07251,0.07251,186425
1784315700000,0.072499,0.072547,0.072391,0.072547,126127
1784316600000,0.07257,0.072622,0.07252,0.072622,219789
1784317500000,0.072624,0.072675,0.072598,0.072616,44046
1784318400000,0.072577,0.072577,0.072421,0.072543,154964
1784319300000,0.072543,0.072543,0.07241,0.072431,113975
1784320200000,0.07239,0.072448,0.072298,0.072367,155011
1784321100000,0.07243,0.072671,0.072345,0.072655,435057
1784322000000,0.072651,0.072886,0.072651,0.072764,591506
1784322900000,0.07282,0.072831,0.072765,0.072795,80704
1784323800000,0.072765,0.072787,0.072638,0.072638,71476
1784324700000,0.072673,0.072696,0.072628,0.072633,62035
1784325600000,0.072638,0.072676,0.072447,0.072461,115443
1784326500000,0.072446,0.072506,0.072391,0.072422,774103
1784327400000,0.072423,0.072454,0.072392,0.072392,114631
1784328300000,0.072423,0.072544,0.072423,0.072506,44977
1784329200000,0.072519,0.072519,0.072313,0.072356,713843
1784330100000,0.072376,0.07254,0.072376,0.07254,331250
1784331000000,0.072545,0.072569,0.072503,0.072526,418753
1784331900000,0.072513,0.072529,0.07248,0.072517,202060
1784332800000,0.072525,0.072596,0.07246,0.072595,1293183
1784333700000,0.072595,0.072662,0.072595,0.072639,161815
1784334600000,0.072653,0.072653,0.072528,0.072549,125694
1784335500000,0.072568,0.072601,0.072472,0.072472,903852
1784336400000,0.072454,0.072486,0.07238,0.072486,152789
1784337300000,0.072486,0.072586,0.072475,0.072586,59192
1784338200000,0.072542,0.072542,0.072456,0.072532,25334
1784339100000,0.072529,0.072597,0.072529,0.072569,107619
1784340000000,0.072549,0.0726,0.072477,0.0726,63148
1784340900000,0.072615,0.072707,0.072615,0.072689,85514
1784341800000,0.07268,0.072743,0.072621,0.072624,50641
1784342700000,0.072625,0.072633,0.072523,0.072523,133934
1784343600000,0.07252,0.072729,0.07252,0.072632,78990
1784344500000,0.072632,0.072636,0.072545,0.072545,532059
1784345400000,0.072546,0.072634,0.072546,0.072562,124996
1784346300000,0.072562,0.072649,0.072545,0.072646,50365
1784347200000,0.072648,0.072668,0.07257,0.072581,67679
1784348100000,0.072582,0.072582,0.072514,0.072543,64746
1784349000000,0.072544,0.072548,0.072458,0.072486,174085
1784349900000,0.072488,0.072501,0.072457,0.07246,55617
1784350800000,0.072461,0.072469,0.072366,0.072367,435036
1784351700000,0.072372,0.072452,0.072367,0.072401,29523
1784352600000,0.072401,0.072452,0.072385,0.072397,54979
1784353500000,0.072428,0.072452,0.072097,0.072186,363067
1784354400000,0.072197,0.072217,0.072116,0.072186,253303
1784355300000,0.072218,0.072388,0.072218,0.072339,109456
1784356200000,0.072324,0.072366,0.072264,0.072353,36342
1784357100000,0.072353,0.072379,0.07232,0.07232,16532
1784358000000,0.072318,0.07236,0.072265,0.0723,24372
1784358900000,0.072305,0.07231,0.072292,0.072296,76538
1784359800000,0.072292,0.072296,0.072277,0.072289,412428
1784360700000,0.072297,0.072314,0.072276,0.072277,170501
1784361600000,0.072283,0.072286,0.072202,0.072262,635544
1784362500000,0.072261,0.072348,0.072246,0.072347,1006734
1784363400000,0.072348,0.072402,0.07222,0.072222,966001
1784364300000,0.07223,0.072265,0.072219,0.072223,725576
1784365200000,0.07223,0.072259,0.072141,0.07215,197977
1784366100000,0.072158,0.072162,0.071922,0.07199,1463376
1784367000000,0.071937,0.072028,0.071913,0.072026,230277
1784367900000,0.072021,0.072127,0.072002,0.072127,678896
1784368800000,0.072126,0.07217,0.072094,0.072122,95269
1784369700000,0.072113,0.07225,0.072113,0.07225,35400
1784370600000,0.072261,0.072286,0.072147,0.072147,438574
1784371500000,0.072151,0.072187,0.07215,0.07218,39920
1784372400000,0.072175,0.072193,0.072143,0.072193,64369
1784373300000,0.072193,0.072246,0.072191,0.07223,16737
1784374200000,0.072219,0.072219,0.072177,0.072177,142869
1784375100000,0.072176,0.072244,0.072169,0.072228,95306
1784376000000,0.072215,0.072459,0.072211,0.072295,169288
1784376900000,0.072295,0.072295,0.07204,0.072076,105483
1784377800000,0.072059,0.072291,0.072027,0.072291,131570
1784378700000,0.072291,0.072387,0.072291,0.072333,192244
1784379600000,0.072322,0.072322,0.07206,0.072101,81513
1784380500000,0.07205,0.07209,0.071922,0.07207,483169
1784381400000,0.07207,0.072178,0.072058,0.072094,1270107
1784382300000,0.072109,0.072131,0.072059,0.072107,92723
1784383200000,0.072107,0.0722,0.072035,0.0722,192794
1784384100000,0.072196,0.072278,0.072155,0.072277,60321
1784385000000,0.072273,0.07229,0.072197,0.072237,89266
1784385900000,0.072262,0.0723,0.072203,0.072245,693423
1784386800000,0.072245,0.072275,0.072183,0.072221,89928
1784387700000,0.072231,0.072286,0.072155,0.072155,119438
1784388600000,0.07216,0.072193,0.072111,0.072111,583387
1784389500000,0.072136,0.07224,0.072107,0.072164,35393
1784390400000,0.07215,0.072152,0.072078,0.072139,81473
1784391300000,0.07216,0.072175,0.072071,0.072084,84210
1784392200000,0.072092,0.072182,0.072092,0.072118,119494
1784393100000,0.072133,0.072313,0.072128,0.072283,243693
1784394000000,0.072285,0.072289,0.072194,0.07222,254965
1784394900000,0.072223,0.072326,0.072136,0.072153,234376
1784395800000,0.072154,0.072357,0.072154,0.072318,152938
1784396700000,0.072314,0.072424,0.072301,0.072381,569882
1784397600000,0.072354,0.072355,0.072274,0.072274,139238
1784398500000,0.07228,0.072583,0.072257,0.072432,902089
1784399400000,0.072462,0.072462,0.072283,0.072283,129588
1784400300000,0.072291,0.072359,0.072255,0.072302,71654
1784401200000,0.072303,0.072347,0.072295,0.072346,90810
1784402100000,0.072361,0.072414,0.072291,0.072291,208929
1784403000000,0.07229,0.072345,0.072274,0.072328,74000
1784403900000,0.072335,0.072393,0.072335,0.072358,46243
1784404800000,0.072368,0.072398,0.072282,0.072398,146973
1784405700000,0.072401,0.072504,0.07239,0.072397,165900
